00000 0.505
00500 0.921
01000 0.920
01500 0.925
02000 0.916
02500 0.943
03000 0.934
03500 0.942
04000 0.942
04500 0.939
05000 0.951
05500 0.949
06000 0.944
06500 0.938
07000 0.948
07500 0.951
08000 0.956
08500 0.960
09000 0.954
09500 0.959
10000 0.953
00000 0.512
00500 0.886
01000 0.911
01500 0.916
02000 0.909
02500 0.914
03000 0.925
03500 0.930
04000 0.938
04500 0.940
05000 0.935
05500 0.933
06000 0.936
06500 0.931
07000 0.930
07500 0.925
08000 0.922
08500 0.934
09000 0.932
09500 0.932
10000 0.930
