10000 1.000
10000 0.990
10000 0.620
10000 0.990
10000 1.000
10000 0.996
10000 1.000
10000 0.771
10000 0.978
10000 1.000
10000 0.592
10000 0.975
10000 0.990
10000 0.780
10000 0.565
10000 0.594
10000 0.807
10000 1.000
10000 0.679
10000 0.989
10000 1.000
10000 0.694
10000 0.562
10000 1.000
10000 1.000
10000 0.567
10000 1.000
10000 0.996
10000 0.996
10000 0.983
10000 0.604
10000 0.980
10000 0.980
10000 0.667
10000 0.976
10000 1.000
10000 0.999
10000 0.992
10000 0.803
10000 0.611
10000 0.768
10000 0.927
10000 0.991
10000 0.885
10000 0.940
10000 1.000
10000 0.636
10000 0.964
10000 1.000
10000 0.990
10000 1.000
10000 0.581
10000 0.666
10000 0.528
10000 0.937
10000 0.998
10000 0.562
10000 0.995
10000 0.982
10000 0.991
10000 0.938
10000 0.996
10000 1.000
10000 0.750
10000 0.976
10000 0.939
10000 0.666
10000 1.000
10000 0.592
10000 1.000
10000 0.998
10000 0.986
10000 0.893
10000 0.670
10000 0.981
10000 0.998
10000 0.992
10000 0.792
10000 0.963
10000 0.594
10000 0.989
10000 0.589
10000 0.614
10000 0.631
10000 0.674
10000 0.998
10000 0.990
10000 0.880
10000 0.976
10000 0.991
10000 0.974
10000 0.603
10000 0.938
10000 0.708
10000 1.000
10000 0.990
10000 0.583
10000 0.596
10000 0.573
10000 0.975
10000 0.595
10000 0.997
10000 0.563
10000 0.935
10000 0.609
10000 0.700
10000 0.985
10000 0.643
10000 0.562
10000 0.965
10000 0.563
10000 1.000
10000 0.997
10000 0.718
10000 0.994
10000 0.596
10000 0.659
10000 0.957
10000 1.000
10000 0.724
10000 0.622
10000 1.000
10000 0.673
10000 0.999
10000 0.601
10000 0.566
10000 0.999
10000 1.000
10000 0.995
10000 0.876
10000 0.972
10000 0.660
10000 0.558
10000 0.831
10000 1.000
10000 0.988
10000 1.000
10000 0.991
10000 0.640
10000 0.998
10000 0.912
10000 0.978
10000 0.945
10000 0.594
10000 0.999
10000 0.683
10000 0.563
10000 0.991
10000 1.000
10000 0.664
10000 0.995
10000 0.851
10000 0.675
10000 0.983
10000 0.997
10000 0.622
10000 0.764
10000 0.599
10000 0.794
10000 0.657
10000 0.629
10000 0.992
10000 0.998
10000 0.991
10000 0.701
10000 0.590
10000 0.579
10000 0.614
10000 1.000
10000 0.896
10000 0.958
10000 0.690
10000 1.000
10000 0.537
10000 1.000
10000 1.000
10000 1.000
10000 0.625
10000 0.987
10000 0.980
10000 0.807
10000 0.950
10000 0.939
10000 0.666
10000 0.975
10000 0.979
10000 1.000
10000 1.000
10000 0.995
10000 0.999
10000 0.991
10000 0.607
10000 1.000
10000 1.000
10000 0.619
10000 0.996
10000 0.602
10000 0.793
10000 0.780
10000 0.991
10000 0.631
10000 0.899
10000 0.990
10000 0.553
10000 0.794
10000 0.989
10000 0.986
10000 0.995
10000 0.576
10000 0.842
10000 0.644
10000 0.986
10000 0.967
10000 0.986
10000 0.612
10000 1.000
10000 0.591
10000 0.674
10000 1.000
10000 0.666
10000 1.000
10000 0.574
10000 0.999
10000 0.994
10000 0.995
10000 1.000
10000 0.637
10000 0.995
10000 0.827
10000 0.993
10000 1.000
10000 0.670
10000 0.998
10000 0.994
10000 0.940
10000 0.551
10000 0.999
10000 0.946
10000 0.933
10000 0.969
10000 0.997
10000 0.622
10000 1.000
10000 0.989
10000 0.608
10000 0.593
10000 0.886
10000 0.999
10000 0.601
10000 0.646
10000 0.992
10000 0.992
10000 0.565
10000 0.616
10000 0.992
10000 0.852
10000 0.996
10000 0.943
10000 0.986
10000 0.996
10000 0.820
10000 1.000
10000 0.990
10000 0.992
10000 0.532
10000 0.997
10000 0.999
10000 0.995
10000 0.975
10000 0.686
10000 0.955
10000 1.000
10000 0.988
10000 0.723
10000 0.647
10000 0.639
10000 0.611
10000 0.997
10000 0.630
10000 0.984
10000 0.990
10000 0.641
10000 0.602
10000 0.987
10000 0.998
10000 0.668
10000 0.998
10000 0.999
10000 0.690
10000 0.896
10000 0.997
10000 0.990
10000 0.991
10000 0.987
10000 0.615
10000 0.555
10000 0.610
10000 0.968
10000 0.573
10000 0.999
10000 0.575
10000 1.000
10000 1.000
10000 1.000
10000 0.679
10000 1.000
10000 0.622
10000 0.592
10000 0.581
10000 0.994
10000 1.000
10000 0.876
10000 0.994
10000 0.591
10000 0.997
10000 0.979
10000 0.963
10000 0.576
10000 0.985
10000 1.000
10000 0.678
10000 0.601
10000 0.810
10000 0.594
10000 0.558
10000 1.000
10000 0.584
10000 1.000
10000 0.986
10000 0.998
10000 0.746
10000 0.993
10000 1.000
10000 1.000
10000 0.999
10000 1.000
10000 0.973
10000 1.000
10000 0.584
10000 1.000
10000 0.992
10000 0.641
10000 1.000
10000 0.994
10000 0.981
10000 0.725
10000 0.615
10000 0.646
10000 0.562
10000 0.982
10000 0.909
10000 0.993
10000 0.999
10000 0.980
10000 0.702
10000 0.841
10000 0.995
10000 0.596
10000 0.618
10000 1.000
10000 0.979
10000 0.997
10000 0.956
10000 0.856
10000 0.940
10000 0.999
10000 0.611
10000 0.989
10000 0.999
10000 0.997
10000 0.566
10000 0.950
10000 0.995
10000 0.594
10000 0.761
10000 0.969
10000 0.991
10000 0.631
10000 0.583
10000 0.996
10000 0.624
10000 0.626
10000 0.963
10000 0.944
10000 0.595
10000 0.612
10000 0.997
10000 0.644
10000 0.780
10000 0.733
10000 1.000
10000 0.988
10000 0.575
10000 1.000
10000 0.999
10000 0.999
