0|1:0.5116 2:0.4997900000000002 3:0.5011000000000003 4:0.5032100000000002 5:0.5007799999999999 6:0.5016100000000001 7:0.5009300000000001 8:0.50052 9:0.50075 10:0.5020899999999999 11:0.5009300000000002 12:0.50081 13:0.4990799999999998 14:0.4961200000000001 15:0.5058700000000002 16:0.4515600000000001 17:0.2602399999999999 18:0.04638 19:0.011320000000000002 20:0.0045000000000000005 
100|1:0.5116 2:0.00046 3:0.00010000000000000002 4:0.00018 5:7.000000000000001e-05 6:0.0001 7:9e-05 8:9e-05 9:8e-05 10:0.0001 11:7.000000000000001e-05 12:0.00016 13:7.000000000000001e-05 14:0.00012 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
200|1:0.5116 2:0.00046 3:5e-05 4:0.0001 5:3e-05 6:5e-05 7:4e-05 8:3e-05 9:3e-05 10:4e-05 11:2e-05 12:0.00014000000000000001 13:0.0 14:3e-05 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
300|1:0.5116 2:0.00046 3:0.0 4:8.999999999999999e-05 5:3e-05 6:4e-05 7:4e-05 8:3e-05 9:3e-05 10:2e-05 11:2e-05 12:0.00015 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
400|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
500|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
600|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
700|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
800|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
900|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1000|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1100|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1200|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1300|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1400|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1500|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1600|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1700|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1800|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
1900|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
2000|1:0.5116 2:0.00046 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 
