0|1:0.4811400000000001 2:0.50186 3:0.50237 4:0.49938999999999995 5:0.49961000000000005 6:0.5006900000000002 7:0.49941 8:0.5004299999999999 9:0.4997899999999999 10:0.5014200000000001 11:0.5002299999999998 12:0.5000999999999998 13:0.49925000000000025 14:0.5053499999999997 15:0.5059299999999999 16:0.4444099999999998 17:0.22637999999999997 18:0.07332 20:0.0045000000000000005 
100|1:0.4811400000000001 2:0.03183 3:0.019819999999999983 4:0.014139999999999993 5:0.009290000000000007 6:0.007050000000000005 7:0.005290000000000004 8:0.004570000000000003 9:0.004220000000000002 10:0.0041100000000000025 11:0.0039400000000000025 12:0.004010000000000003 13:0.003750000000000002 14:0.004220000000000002 15:0.0044100000000000025 16:0.0043500000000000014 17:0.00149 18:0.00047 20:0.0 
200|1:0.4811400000000001 2:0.02515999999999999 3:0.017139999999999992 4:0.011840000000000002 5:0.008280000000000004 6:0.005840000000000004 7:0.004570000000000003 8:0.0038300000000000022 9:0.0034900000000000018 10:0.0035700000000000024 11:0.0032400000000000024 12:0.003210000000000002 13:0.003420000000000002 14:0.0029800000000000017 15:0.004320000000000002 16:0.00288 17:0.00122 18:0.0 20:0.0 
300|1:0.4811400000000001 2:0.022709999999999994 3:0.015379999999999991 4:0.010560000000000003 5:0.007270000000000004 6:0.005200000000000003 7:0.004050000000000002 8:0.0035400000000000028 9:0.0030700000000000015 10:0.0032200000000000024 11:0.002700000000000002 12:0.002780000000000002 13:0.0028000000000000013 14:0.0027800000000000012 15:0.0034500000000000012 16:0.0023 17:0.00057 18:0.00084 20:0.0 
400|1:0.4811400000000001 2:0.020829999999999987 3:0.014329999999999994 4:0.010260000000000007 5:0.006950000000000004 6:0.004920000000000003 7:0.004000000000000003 8:0.0033300000000000022 9:0.003100000000000002 10:0.0028200000000000018 11:0.0028500000000000014 12:0.002690000000000002 13:0.002770000000000002 14:0.002440000000000001 15:0.003190000000000001 16:0.0017300000000000002 17:0.00027 18:0.0005600000000000001 20:0.0 
500|1:0.4811400000000001 2:0.02038999999999999 3:0.01364 4:0.010140000000000007 5:0.0066800000000000045 6:0.0048100000000000035 7:0.004030000000000002 8:0.003420000000000002 9:0.0029800000000000017 10:0.002910000000000002 11:0.0026500000000000017 12:0.0026200000000000017 13:0.0028500000000000014 14:0.0028600000000000014 15:0.003250000000000001 16:0.0029300000000000003 17:0.00082 18:0.00084 20:0.0 
600|1:0.4811400000000001 2:0.019529999999999995 3:0.0127 4:0.009480000000000008 5:0.006590000000000004 6:0.004730000000000003 7:0.0035600000000000024 8:0.0030300000000000023 9:0.0028300000000000014 10:0.002690000000000002 11:0.0024700000000000017 12:0.0024900000000000018 13:0.0024600000000000012 14:0.002230000000000001 15:0.0024000000000000007 16:0.00201 17:0.00127 18:0.0005600000000000001 20:0.0 
700|1:0.4811400000000001 2:0.01912999999999999 3:0.012780000000000003 4:0.010210000000000007 5:0.006380000000000005 6:0.004610000000000003 7:0.0038100000000000026 8:0.003140000000000002 9:0.002860000000000002 10:0.0026500000000000017 11:0.0025800000000000016 12:0.0024600000000000017 13:0.0025600000000000015 14:0.0024500000000000012 15:0.003170000000000001 16:0.00151 17:0.0007599999999999999 18:0.00167 20:0.0 
800|1:0.4811400000000001 2:0.018099999999999995 3:0.01237 4:0.009110000000000007 5:0.006590000000000005 6:0.004820000000000003 7:0.003750000000000002 8:0.0032000000000000023 9:0.002850000000000002 10:0.002790000000000002 11:0.002600000000000001 12:0.002670000000000002 13:0.0028600000000000014 14:0.0028800000000000015 15:0.0034700000000000013 16:0.0008900000000000001 17:0.0011799999999999998 18:0.0011200000000000001 20:0.0 
900|1:0.4811400000000001 2:0.01701999999999999 3:0.012270000000000001 4:0.008970000000000006 5:0.0058500000000000045 6:0.004320000000000003 7:0.0035700000000000024 8:0.0029500000000000017 9:0.002680000000000002 10:0.002570000000000001 11:0.0023000000000000017 12:0.0023900000000000015 13:0.002210000000000001 14:0.0023900000000000015 15:0.0025900000000000007 16:0.00193 17:0.00039 18:0.0005600000000000001 20:0.0 
1000|1:0.4811400000000001 2:0.016689999999999997 3:0.011280000000000004 4:0.008620000000000006 5:0.005890000000000004 6:0.004290000000000003 7:0.0034800000000000026 8:0.0025700000000000015 9:0.0025700000000000015 10:0.0023000000000000017 11:0.0020700000000000015 12:0.002500000000000001 13:0.0022900000000000017 14:0.0022500000000000003 15:0.0024200000000000007 16:0.0022500000000000003 17:0.0007099999999999999 18:0.0005600000000000001 20:0.0 
1100|1:0.4811400000000001 2:0.016869999999999996 3:0.012180000000000002 4:0.008760000000000006 5:0.006000000000000003 6:0.004490000000000003 7:0.0033500000000000023 8:0.0030100000000000014 9:0.002540000000000002 10:0.002600000000000001 11:0.0022900000000000017 12:0.0021900000000000014 13:0.0023600000000000014 14:0.0023600000000000014 15:0.0028400000000000014 16:0.00184 17:0.001 18:0.00084 20:0.0 
1200|1:0.4811400000000001 2:0.016299999999999995 3:0.010990000000000007 4:0.008350000000000005 5:0.005560000000000004 6:0.004130000000000003 7:0.003120000000000002 8:0.002840000000000002 9:0.0023900000000000015 10:0.002200000000000002 11:0.002190000000000001 12:0.0022200000000000015 13:0.002300000000000001 14:0.002180000000000001 15:0.002170000000000001 16:0.00265 17:0.00164 18:0.00084 20:0.0 
1300|1:0.4811400000000001 2:0.015570000000000002 3:0.010350000000000005 4:0.007790000000000004 5:0.005340000000000004 6:0.003810000000000002 7:0.0028400000000000014 8:0.0024600000000000017 9:0.0021600000000000013 10:0.0022400000000000015 11:0.002070000000000001 12:0.002070000000000001 13:0.0021900000000000014 14:0.0023200000000000013 15:0.002150000000000001 16:0.00231 17:0.00147 18:0.0005600000000000001 20:0.0 
1400|1:0.4811400000000001 2:0.015390000000000001 3:0.010440000000000005 4:0.0075100000000000045 5:0.005430000000000003 6:0.003870000000000002 7:0.0030200000000000023 8:0.0024900000000000018 9:0.0022900000000000017 10:0.0021600000000000013 11:0.0021600000000000013 12:0.0022600000000000016 13:0.0020000000000000005 14:0.0025700000000000007 15:0.00226 16:0.00082 17:0.00108 18:0.0005600000000000001 20:0.0 
1500|1:0.4811400000000001 2:0.015060000000000002 3:0.010670000000000002 4:0.008100000000000005 5:0.005380000000000003 6:0.003990000000000002 7:0.003090000000000002 8:0.002550000000000001 9:0.002350000000000001 10:0.0023700000000000014 11:0.0022500000000000016 12:0.002150000000000001 13:0.0021700000000000005 14:0.002310000000000001 15:0.002420000000000001 16:0.0010299999999999999 17:0.00054 18:0.0 20:0.0 
1600|1:0.4811400000000001 2:0.01427 3:0.010310000000000003 4:0.007650000000000005 5:0.005380000000000004 6:0.003910000000000002 7:0.0029700000000000017 8:0.0024700000000000013 9:0.002110000000000001 10:0.0021500000000000013 11:0.0022200000000000015 12:0.002190000000000001 13:0.0018100000000000008 14:0.0017300000000000004 15:0.0021800000000000005 16:0.00122 17:0.00147 18:0.0013900000000000002 20:0.0 
1700|1:0.4811400000000001 2:0.014060000000000001 3:0.009810000000000006 4:0.007110000000000004 5:0.005120000000000003 6:0.003420000000000002 7:0.0028100000000000013 8:0.0022900000000000017 9:0.0020000000000000013 10:0.0021100000000000016 11:0.002060000000000001 12:0.002060000000000001 13:0.0021000000000000007 14:0.002110000000000001 15:0.0019300000000000003 16:0.00078 17:0.00056 18:0.0011200000000000001 20:0.0 
1800|1:0.4811400000000001 2:0.015189999999999997 3:0.010170000000000005 4:0.0078100000000000044 5:0.005420000000000003 6:0.003890000000000003 7:0.003120000000000002 8:0.0024200000000000016 9:0.0023700000000000014 10:0.0023100000000000013 11:0.0021200000000000012 12:0.0020700000000000015 13:0.0022700000000000007 14:0.0018200000000000009 15:0.00268 16:0.0009499999999999999 17:0.00027 18:0.0019500000000000001 20:0.0 
1900|1:0.4811400000000001 2:0.01394 3:0.010090000000000005 4:0.007010000000000005 5:0.004970000000000003 6:0.003360000000000002 7:0.0027800000000000012 8:0.0022800000000000016 9:0.002080000000000001 10:0.0019800000000000013 11:0.0019500000000000012 12:0.0018400000000000011 13:0.002060000000000001 14:0.0016600000000000009 15:0.0024900000000000005 16:0.00106 17:0.00123 18:0.0005600000000000001 20:0.0 
2000|1:0.4811400000000001 2:0.013270000000000002 3:0.009970000000000007 4:0.006840000000000004 5:0.004760000000000002 6:0.003430000000000002 7:0.0026200000000000012 8:0.0021000000000000016 9:0.002060000000000001 10:0.0018600000000000012 11:0.001760000000000001 12:0.001900000000000001 13:0.002070000000000001 14:0.0017800000000000008 15:0.0016000000000000003 16:0.0018500000000000003 17:0.00098 18:0.0 20:0.0 
