0|1:0.5006439999999998 2:0.500996 3:0.49942399999999965 4:0.5001220000000001 5:0.4996580000000005 6:0.49962000000000006 7:0.4999340000000003 8:0.4997279999999999 9:0.4995579999999995 10:0.49985600000000013 11:0.5001979999999996 12:0.4992500000000005 13:0.49995400000000023 14:0.49951399999999985 15:0.4967800000000002 16:0.45006599999999974 17:0.22433799999999987 18:0.04542400000000001 19:0.005051999999999999 
2|1:0.5015319999999998 2:0.41174599999999995 3:0.3912359999999999 4:0.37498599999999993 5:0.36358199999999985 6:0.3556220000000002 7:0.3517260000000001 8:0.3513479999999998 9:0.35323399999999994 10:0.35746200000000017 11:0.36266400000000026 12:0.36712400000000006 13:0.37286000000000064 14:0.3785340000000003 15:0.3796860000000004 16:0.3451220000000001 17:0.17281999999999997 18:0.036914 19:0.00437 
4|1:0.5015319999999998 2:0.3350580000000002 3:0.2998500000000001 4:0.2784860000000002 5:0.264446 6:0.25569600000000003 7:0.2511499999999998 8:0.25071800000000005 9:0.2528660000000004 10:0.25709400000000004 11:0.2629480000000002 12:0.27003400000000016 13:0.27696400000000027 14:0.28422800000000015 15:0.28970199999999996 16:0.2629400000000001 17:0.13559600000000008 18:0.03124400000000001 19:0.003106 
6|1:0.5015319999999998 2:0.271552 3:0.2280639999999997 4:0.20619199999999965 5:0.19373800000000002 6:0.18735400000000021 7:0.18361999999999992 8:0.18322399999999997 9:0.18487799999999976 10:0.18787600000000007 11:0.19307200000000005 12:0.19955599999999976 13:0.2074419999999998 14:0.21310599999999993 15:0.22056200000000015 16:0.201958 17:0.10770000000000002 18:0.025042 19:0.002632 
8|1:0.5015319999999998 2:0.21752599999999986 3:0.17567800000000025 4:0.1570880000000002 5:0.14777200000000013 6:0.143 7:0.14039800000000005 8:0.1400360000000001 9:0.14111800000000016 10:0.14387400000000017 11:0.1476880000000001 12:0.15380400000000002 13:0.16055600000000014 14:0.165364 15:0.17415400000000003 16:0.15865600000000007 17:0.08700400000000004 18:0.021926 19:0.0023680000000000003 
10|1:0.5015319999999998 2:0.1772140000000002 3:0.13942000000000002 4:0.125126 5:0.11792600000000003 6:0.11417199999999998 7:0.1124360000000001 8:0.11212599999999999 9:0.11293399999999995 10:0.11463600000000011 11:0.11806799999999991 12:0.12356200000000003 13:0.12767399999999995 14:0.13246199999999994 15:0.1412640000000001 16:0.12469199999999996 17:0.07097399999999998 18:0.018316000000000006 19:0.002106 
12|1:0.5015319999999998 2:0.14622000000000004 3:0.11473199999999989 4:0.10453200000000006 5:0.09892799999999995 6:0.09595000000000004 7:0.09435200000000005 8:0.09375799999999987 9:0.09444800000000012 10:0.09578200000000002 11:0.09807 12:0.10278 13:0.1063740000000001 14:0.11025600000000002 15:0.1159540000000001 16:0.10334999999999996 17:0.05905599999999999 18:0.014440000000000003 19:0.001896 
14|1:0.5015319999999998 2:0.12225800000000003 3:0.09864000000000003 4:0.09024600000000009 5:0.08656799999999994 6:0.08343799999999998 7:0.08199600000000005 8:0.08179000000000002 9:0.08189999999999996 10:0.08309399999999989 11:0.08457400000000011 12:0.08876000000000012 13:0.09174600000000004 14:0.09413399999999987 15:0.09959800000000006 16:0.08924399999999987 17:0.052183999999999946 18:0.012452000000000001 19:0.001896 
16|1:0.5015319999999998 2:0.10400000000000001 3:0.08603999999999999 4:0.08056199999999997 5:0.07765800000000002 6:0.07471600000000005 7:0.07349600000000002 8:0.07300199999999998 9:0.07312400000000002 10:0.07389599999999995 11:0.07498000000000002 12:0.078604 13:0.082024 14:0.08381000000000004 15:0.087438 16:0.07921799999999998 17:0.04566199999999997 18:0.011584 19:0.0017900000000000001 
18|1:0.5015319999999998 2:0.08905400000000004 3:0.07749400000000004 4:0.07403000000000005 5:0.07123199999999999 6:0.068788 7:0.06736600000000002 8:0.06699399999999997 9:0.06658199999999996 10:0.06742000000000001 11:0.06842400000000008 12:0.07135400000000004 13:0.07420200000000005 14:0.07518000000000001 15:0.07927600000000003 16:0.07132200000000007 17:0.04070799999999998 18:0.010436000000000003 19:0.0013160000000000001 
20|1:0.5015319999999998 2:0.07689999999999995 3:0.07088800000000009 4:0.06899799999999999 5:0.06679800000000001 6:0.06412599999999995 7:0.06284999999999995 8:0.06201399999999997 9:0.06161999999999997 10:0.06202799999999998 11:0.06294400000000004 12:0.06586999999999997 13:0.06817600000000004 14:0.06877599999999989 15:0.07205 16:0.06348200000000008 17:0.03837799999999998 18:0.009550000000000001 19:0.000948 
22|1:0.5015319999999998 2:0.06718400000000006 3:0.06543200000000002 4:0.06498800000000012 5:0.06272599999999998 6:0.060372000000000065 7:0.05914600000000003 8:0.058106000000000005 9:0.05765600000000001 10:0.058236 11:0.058932000000000005 12:0.06122800000000002 13:0.06322200000000006 14:0.06379200000000004 15:0.06765799999999994 16:0.06078000000000009 17:0.03552199999999996 18:0.009997999999999998 19:0.0007899999999999999 
24|1:0.5015319999999998 2:0.05957800000000002 3:0.061975999999999976 4:0.062169999999999975 5:0.06015600000000006 6:0.057767999999999986 7:0.05650400000000003 8:0.05580800000000003 9:0.05532399999999998 10:0.05523800000000004 11:0.05625200000000002 12:0.05871799999999998 13:0.06029600000000002 14:0.06149799999999998 15:0.06512800000000002 16:0.05712800000000004 17:0.03448999999999998 18:0.008626 19:0.0007379999999999999 
