0|1:0.4947578125000003 2:0.49495312499999994 3:0.4957734374999999 4:0.500890625 5:0.49864062499999984 6:0.5002500000000001 7:0.500109375 8:0.5010390624999999 9:0.4985703124999999 10:0.5004531249999999 11:0.4996328125 12:0.4980000000000003 13:0.5023203124999999 14:0.5003906250000001 15:0.5034531250000001 16:0.4524999999999999 17:0.22575781250000002 18:0.0501953125 19:0.004734375 
10|1:0.4947578125000003 2:0.19832031249999996 3:0.16657031250000004 4:0.15407812499999998 5:0.14811718749999994 6:0.14400000000000007 7:0.14252343749999993 8:0.142578125 9:0.14299218749999995 10:0.14523437499999992 11:0.14934374999999997 12:0.15294531249999993 13:0.16447656250000003 14:0.17003125 15:0.17549218750000012 16:0.15082031250000003 17:0.09304687499999999 18:0.0215703125 19:0.0020546875 
20|1:0.4947578125000003 2:0.10015625000000004 3:0.10261718749999997 4:0.10092187500000006 5:0.10128125000000002 6:0.09878124999999997 7:0.09789062500000001 8:0.09697656249999999 9:0.09722656250000003 10:0.09806250000000002 11:0.09980468750000002 12:0.10223437500000006 13:0.10945312500000005 14:0.111734375 15:0.11462499999999998 16:0.10399218749999999 17:0.07118749999999999 18:0.0085625 19:0.0004140625 
30|1:0.4947578125000003 2:0.06857812499999995 3:0.09170312500000005 4:0.09335937500000001 5:0.09305468750000001 6:0.09143750000000003 7:0.09001562500000002 8:0.08928125 9:0.08869531250000001 10:0.0897421875 11:0.09053125000000002 12:0.09229687499999999 13:0.09612500000000003 14:0.09606250000000002 15:0.10560156249999995 16:0.09907812499999999 17:0.06071875000000002 18:0.009421875000000001 19:0.0004140625 
40|1:0.4947578125000003 2:0.061015625000000004 3:0.08941406249999999 4:0.0931875 5:0.09273437500000002 6:0.0911015625 7:0.08925000000000005 8:0.08871093749999995 9:0.0868046875 10:0.08876562499999999 11:0.08921874999999997 12:0.089625 13:0.0948671875 14:0.09215624999999997 15:0.10379687499999997 16:0.09578906249999997 17:0.05661718750000001 18:0.0133203125 19:0.0 
50|1:0.4947578125000003 2:0.05825781249999998 3:0.09256250000000005 4:0.09460156250000004 5:0.09468750000000001 6:0.09269531249999999 7:0.09127343749999998 8:0.08971875000000001 9:0.089421875 10:0.09008593750000006 11:0.09094531250000003 12:0.09008593750000002 13:0.09401562499999998 14:0.09233593750000003 15:0.10646875 16:0.09030468750000002 17:0.06316406250000002 18:0.0134765625 19:0.0004140625 
60|1:0.4947578125000003 2:0.059773437500000005 3:0.09649218750000002 4:0.09979687500000003 5:0.09792968749999999 6:0.09610937500000004 7:0.09520312500000001 8:0.093359375 9:0.09272656249999998 10:0.09291406249999998 11:0.09296875 12:0.09182031250000001 13:0.09682031249999992 14:0.09492968750000001 15:0.10254687500000001 16:0.09746093750000004 17:0.060734375000000014 18:0.009726562500000003 19:0.0004140625 
70|1:0.4947578125000003 2:0.06226562499999999 3:0.1019375 4:0.103640625 5:0.10227343750000006 6:0.10128906249999999 7:0.09974999999999995 8:0.09770312500000003 9:0.09697656249999999 10:0.09670312500000006 11:0.0986328125 12:0.09677343750000002 13:0.10060937499999999 14:0.09935937500000003 15:0.10641406249999998 16:0.10203906250000003 17:0.0600546875 18:0.013609375 19:0.0008203125 
80|1:0.4947578125000003 2:0.06416406250000001 3:0.10449999999999997 4:0.10655468750000001 5:0.10641406250000005 6:0.10478906249999997 7:0.103015625 8:0.10125781249999992 9:0.10038281249999997 10:0.10057031250000002 11:0.10257812500000005 12:0.09996874999999998 13:0.10350781250000002 14:0.10411718750000006 15:0.11213281249999998 16:0.10559374999999999 17:0.05964843750000002 18:0.014039062500000001 19:0.00103125 
90|1:0.4947578125000003 2:0.06885156249999999 3:0.1087265625 4:0.10967968750000001 5:0.10936718750000002 6:0.10893749999999994 7:0.10707812499999997 8:0.10617187500000001 9:0.10464843750000004 10:0.10357812500000001 11:0.10580468749999998 12:0.1033046875 13:0.1074921875 14:0.10371093749999999 15:0.11885156250000001 16:0.10877343749999997 17:0.055281250000000004 18:0.015632812500000003 19:0.0004140625 
