0|1:0.48276363636363634 2:0.5004000000000001 3:0.49812727272727236 4:0.4998090909090906 5:0.49992727272727266 6:0.500354545454545 7:0.5003727272727272 8:0.5003909090909091 9:0.4989545454545455 10:0.49896363636363644 11:0.49999999999999983 12:0.5000636363636363 13:0.500127272727273 14:0.4957272727272728 15:0.5023909090909091 16:0.4586000000000001 17:0.21037272727272727 18:0.04594545454545454 
500|1:0.48276363636363634 2:0.9574454545454545 3:0.9602454545454545 4:0.9621818181818182 5:0.9628818181818186 6:0.9624545454545449 7:0.963454545454545 8:0.9635454545454544 9:0.963790909090909 10:0.9634363636363634 11:0.9645272727272721 12:0.9635454545454543 13:0.957209090909091 14:0.9535727272727272 15:0.9470272727272725 16:0.8727727272727271 17:0.4113545454545454 18:0.09949090909090909 
1000|1:0.48276363636363634 2:0.9670545454545451 3:0.9660999999999997 4:0.9676909090909083 5:0.9678090909090903 6:0.9687545454545452 7:0.9684727272727267 8:0.9690454545454543 9:0.969081818181818 10:0.9699272727272723 11:0.9694090909090907 12:0.9694454545454543 13:0.9643727272727274 14:0.9597909090909088 15:0.9530636363636364 16:0.8867181818181817 17:0.4121363636363637 18:0.09872727272727272 
1500|1:0.48276363636363634 2:0.9667181818181818 3:0.9688818181818177 4:0.9699545454545448 5:0.9711363636363631 6:0.9712818181818176 7:0.9718272727272727 8:0.9722272727272722 9:0.9721090909090898 10:0.9723272727272725 11:0.9723999999999996 12:0.9721999999999995 13:0.9672272727272723 14:0.9651727272727266 15:0.9587727272727272 16:0.8938272727272725 17:0.41452727272727274 18:0.09822727272727272 
2000|1:0.48276363636363634 2:0.969681818181818 3:0.9703272727272717 4:0.9714363636363634 5:0.9714454545454538 6:0.9726363636363633 7:0.9724909090909087 8:0.972563636363636 9:0.9732636363636361 10:0.9730363636363633 11:0.9732909090909088 12:0.9732909090909088 13:0.9692454545454542 14:0.9658090909090904 15:0.9584545454545456 16:0.8967545454545452 17:0.4127272727272727 18:0.09873636363636364 
2500|1:0.48276363636363634 2:0.9701272727272727 3:0.9721909090909088 4:0.9726454545454543 5:0.973763636363636 6:0.9737454545454537 7:0.9741818181818178 8:0.9747545454545445 9:0.9745545454545452 10:0.9744999999999993 11:0.9752090909090904 12:0.9739999999999993 13:0.9704272727272725 14:0.9694363636363632 15:0.9596363636363641 16:0.8968545454545452 17:0.41579999999999995 18:0.09923636363636364 
3000|1:0.48276363636363634 2:0.9738181818181811 3:0.9741818181818184 4:0.9740181818181817 5:0.974263636363636 6:0.9750545454545451 7:0.975090909090909 8:0.9754636363636364 9:0.9759909090909084 10:0.9757181818181816 11:0.975672727272727 12:0.9757272727272719 13:0.9719818181818173 14:0.9671454545454541 15:0.962009090909091 16:0.896463636363636 17:0.4142454545454545 18:0.09923636363636364 
3500|1:0.48276363636363634 2:0.9744090909090907 3:0.9751999999999995 4:0.9752272727272724 5:0.9757272727272723 6:0.9756999999999995 7:0.9760909090909085 8:0.9764545454545448 9:0.9765090909090904 10:0.976909090909091 11:0.9773545454545454 12:0.9773454545454543 13:0.9725181818181817 14:0.9688363636363633 15:0.9619727272727271 16:0.8974363636363634 17:0.41541818181818174 18:0.1 
4000|1:0.48276363636363634 2:0.973309090909091 3:0.976572727272727 4:0.9764999999999998 5:0.9775090909090908 6:0.9776727272727267 7:0.9775272727272722 8:0.9780272727272726 9:0.9779999999999994 10:0.9781909090909083 11:0.9787181818181813 12:0.9785818181818177 13:0.9748363636363632 14:0.9717999999999996 15:0.9650090909090906 16:0.9032727272727269 17:0.4133545454545454 18:0.09974545454545454 
4500|1:0.48276363636363634 2:0.9742727272727265 3:0.9764181818181811 4:0.9763272727272718 5:0.9772545454545448 6:0.9773545454545448 7:0.977590909090909 8:0.9778999999999999 9:0.9781090909090906 10:0.978218181818181 11:0.9783545454545448 12:0.9787090909090905 13:0.9744363636363633 14:0.9721090909090907 15:0.968954545454545 16:0.9007636363636362 17:0.4122545454545454 18:0.09949090909090909 
