0|1:0.5040000000000002 2:0.49208256880733964 3:0.5014311926605504 4:0.5011100917431193 5:0.49977981651376147 6:0.4997981651376146 7:0.4994036697247705 8:0.5004587155963303 9:0.5000091743119269 10:0.49932110091743126 11:0.4998899082568808 12:0.5024770642201836 13:0.5003853211009174 14:0.5028440366972479 15:0.4993853211009174 16:0.47152293577981674 17:0.244788990825688 18:0.054706422018348626 19:0.008688073394495413 
500|1:0.5040000000000002 2:0.9534862385321098 3:0.9535412844036691 4:0.954183486238532 5:0.955339449541284 6:0.9553944954128437 7:0.9562568807339443 8:0.9567798165137612 9:0.957697247706422 10:0.9581376146788989 11:0.9581009174311927 12:0.9575871559633025 13:0.9543394495412838 14:0.949357798165137 15:0.9370458715596333 16:0.8808073394495408 17:0.4405321100917432 18:0.09470642201834863 19:0.01834862385321101 
1000|1:0.5040000000000002 2:0.9571651376146783 3:0.9596697247706422 4:0.9591743119266049 5:0.9609816513761468 6:0.9609633027522932 7:0.9611009174311922 8:0.9620458715596326 9:0.9627247706422015 10:0.9623669724770637 11:0.9629357798165137 12:0.9622385321100916 13:0.9590642201834858 14:0.9550825688073388 15:0.9495871559633028 16:0.8854403669724767 17:0.4402660550458715 18:0.0930183486238532 19:0.01834862385321101 
1500|1:0.5040000000000002 2:0.9637155963302748 3:0.9639541284403667 4:0.9653302752293572 5:0.9644862385321094 6:0.965633027522935 7:0.9654311926605499 8:0.9661559633027516 9:0.9669082568807333 10:0.9673577981651367 11:0.9664587155963298 12:0.9663853211009175 13:0.964321100917431 14:0.9590917431192654 15:0.9524311926605505 16:0.8934403669724768 17:0.44321100917431194 18:0.09811009174311927 19:0.01834862385321101 
2000|1:0.5040000000000002 2:0.9638990825688072 3:0.9638623853211002 4:0.9657706422018346 5:0.9661192660550455 6:0.9667522935779814 7:0.9670458715596325 8:0.9673394495412838 9:0.9680366972477057 10:0.9683944954128436 11:0.9686055045871553 12:0.9682018348623852 13:0.9649999999999997 14:0.9622568807339446 15:0.9556330275229357 16:0.8948623853211007 17:0.44237614678899084 18:0.09411926605504588 19:0.01834862385321101 
2500|1:0.5040000000000002 2:0.9656880733944952 3:0.9676238532110084 4:0.967486238532109 5:0.9679541284403669 6:0.968064220183486 7:0.9678440366972476 8:0.9682660550458714 9:0.969155963302752 10:0.9695596330275221 11:0.9688807339449537 12:0.9689633027522931 13:0.9674495412844034 14:0.9642935779816505 15:0.9565321100917435 16:0.8985688073394493 17:0.444302752293578 18:0.09820183486238533 19:0.01834862385321101 
3000|1:0.5040000000000002 2:0.9673944954128434 3:0.9698256880733945 4:0.9696513761467888 5:0.9705963302752286 6:0.9707798165137609 7:0.9707064220183482 8:0.9715596330275226 9:0.9717614678899076 10:0.97291743119266 11:0.9726880733944947 12:0.9715229357798164 13:0.9710550458715591 14:0.966220183486238 15:0.9618532110091741 16:0.8980183486238533 17:0.449394495412844 18:0.09879816513761466 19:0.01834862385321101 
3500|1:0.5040000000000002 2:0.9754311926605498 3:0.9721559633027519 4:0.9712477064220181 5:0.9727431192660546 6:0.9727981651376145 7:0.9726605504587151 8:0.9734036697247707 9:0.9739724770642196 10:0.9741100917431191 11:0.9736330275229358 12:0.9734403669724767 13:0.9721651376146786 14:0.9686605504587156 15:0.9631926605504582 16:0.9019908256880732 17:0.4422477064220183 18:0.09930275229357798 19:0.01834862385321101 
4000|1:0.5040000000000002 2:0.9716055045871559 3:0.9718348623853208 4:0.9716422018348619 5:0.971366972477064 6:0.9720917431192654 7:0.9727155963302744 8:0.9730183486238525 9:0.9738807339449539 10:0.9742018348623851 11:0.9733211009174306 12:0.9737889908256878 13:0.9718807339449533 14:0.9673853211009167 15:0.963715596330275 16:0.9026605504587155 17:0.44352293577981644 18:0.09922018348623853 19:0.01834862385321101 
4500|1:0.5040000000000002 2:0.9705137614678891 3:0.9734954128440365 4:0.9722477064220182 5:0.9731009174311922 6:0.9734403669724766 7:0.9736880733944946 8:0.9739724770642197 9:0.9749266055045862 10:0.9749541284403664 11:0.9747614678899079 12:0.9739449541284398 13:0.9738348623853208 14:0.9696972477064213 15:0.9640825688073392 16:0.9054770642201831 17:0.4447614678899082 18:0.09708256880733945 19:0.01834862385321101 
