0|1:0.510114 2:0.4994499999999997 3:0.5002819999999999 4:0.5003 5:0.4999759999999998 6:0.5001200000000001 7:0.5001220000000003 8:0.50026 9:0.4995039999999997 10:0.5003920000000005 11:0.500476 12:0.49954599999999993 13:0.49947 14:0.5007760000000002 15:0.4961140000000001 16:0.4580839999999998 17:0.23085799999999995 18:0.049876000000000004 19:0.006315999999999999 20:0.0034500000000000004 
2|1:0.510114 2:0.4031700000000006 3:0.37076800000000004 4:0.354666 5:0.3445679999999999 6:0.339252 7:0.3373719999999998 8:0.33745799999999976 9:0.3411019999999997 10:0.34631199999999973 11:0.3526139999999998 12:0.35937600000000036 13:0.36769199999999974 14:0.375196 15:0.3839100000000005 16:0.35451599999999994 17:0.18139799999999984 18:0.039794 19:0.0039499999999999995 20:0.0028 
4|1:0.510114 2:0.319546 3:0.2666380000000003 4:0.2447179999999999 5:0.23299799999999973 6:0.2275119999999996 7:0.22650799999999974 8:0.2268179999999996 9:0.2309079999999996 10:0.2372019999999997 11:0.24558799999999986 12:0.2535540000000001 13:0.26536600000000016 14:0.27671000000000007 15:0.2890459999999997 16:0.2716340000000005 17:0.14348799999999992 18:0.032647999999999996 19:0.002684 20:0.0025 
6|1:0.510114 2:0.25006199999999984 3:0.18812600000000013 4:0.1665380000000002 5:0.15753000000000011 6:0.15377800000000014 7:0.1533460000000001 8:0.1548760000000001 9:0.15831600000000004 10:0.16450400000000026 11:0.1723960000000001 12:0.1811780000000002 13:0.19340399999999983 14:0.20718800000000004 15:0.217492 16:0.21227400000000007 17:0.11251600000000006 18:0.027632 19:0.00263 20:0.00135 
8|1:0.510114 2:0.19606199999999993 3:0.1345340000000001 4:0.11686399999999991 5:0.11004999999999995 6:0.10821199999999999 7:0.10883799999999999 8:0.11006200000000003 9:0.11332200000000002 10:0.118966 11:0.12563600000000003 12:0.134032 13:0.14625199999999997 14:0.1607860000000002 15:0.1718259999999999 16:0.17379199999999992 17:0.09255199999999997 18:0.023394 19:0.002316 20:0.0010500000000000002 
10|1:0.510114 2:0.15721799999999997 3:0.10003600000000007 4:0.08620000000000004 5:0.08256400000000008 6:0.08168600000000002 7:0.082786 8:0.083968 9:0.087008 10:0.09160400000000007 11:0.097592 12:0.10517599999999999 13:0.11684800000000004 14:0.131632 15:0.140864 16:0.1474300000000001 17:0.0802360000000001 18:0.022267999999999993 19:0.0018939999999999999 20:0.0008999999999999999 
12|1:0.510114 2:0.1292680000000001 3:0.07815800000000005 4:0.068568 5:0.06683800000000001 6:0.06640599999999999 7:0.06769799999999994 8:0.06868399999999998 9:0.07110400000000006 10:0.075268 11:0.08028800000000001 12:0.08847000000000006 13:0.09887799999999998 14:0.11289199999999991 15:0.12392800000000007 16:0.13590599999999978 17:0.07332799999999999 18:0.022137999999999994 19:0.001528 20:0.00055 
14|1:0.510114 2:0.106492 3:0.06405000000000001 4:0.058144000000000015 5:0.05749799999999999 6:0.05773599999999999 7:0.05892200000000005 8:0.05975400000000002 9:0.06169600000000001 10:0.064888 11:0.06984600000000009 12:0.07765400000000008 13:0.08832000000000008 14:0.10102599999999998 15:0.11188800000000003 16:0.12581799999999987 17:0.06873800000000002 18:0.020991999999999997 19:0.0007379999999999999 20:0.0004 
16|1:0.510114 2:0.08892800000000008 3:0.05426199999999997 4:0.051543999999999986 5:0.051709999999999964 6:0.051855999999999965 7:0.05294000000000003 8:0.053758 9:0.05542000000000003 10:0.05821599999999996 11:0.06279999999999998 12:0.07010399999999999 13:0.080664 14:0.09408400000000001 15:0.10531600000000009 16:0.12272999999999999 17:0.06711399999999998 18:0.02012 19:0.000634 20:0.0002 
18|1:0.510114 2:0.07646800000000006 3:0.048681999999999975 4:0.04767799999999996 5:0.04796799999999999 6:0.048359999999999986 7:0.04943200000000002 8:0.05011599999999993 9:0.051505999999999996 10:0.054247999999999984 11:0.05807399999999997 12:0.06569199999999992 13:0.07606799999999991 14:0.09001400000000001 15:0.1014820000000002 16:0.120912 17:0.06733400000000003 18:0.020603999999999997 19:0.00053 20:0.00015000000000000001 
