0|1:0.5006859999999997 2:0.4980839999999993 3:0.4994480000000005 4:0.49987600000000043 5:0.5001480000000004 6:0.4992860000000004 7:0.499584 8:0.500068 9:0.5000380000000005 10:0.49960400000000016 11:0.49928599999999995 12:0.49956999999999985 13:0.500944 14:0.49863799999999986 15:0.5008840000000004 16:0.45367400000000013 17:0.2326239999999998 18:0.04865599999999999 20:0.0017000000000000001 19:0.008474 
2|1:0.5006859999999997 2:0.41633600000000026 3:0.3959100000000002 4:0.37904199999999993 5:0.3683900000000003 6:0.360748 7:0.35711399999999965 8:0.3563959999999998 9:0.3582300000000002 10:0.3617359999999999 11:0.3668 12:0.37078000000000005 13:0.3798699999999999 14:0.38260200000000005 15:0.38949400000000056 16:0.35212799999999983 17:0.18300399999999992 18:0.03898600000000001 20:0.001 19:0.0054719999999999994 
4|1:0.5006859999999997 2:0.3389960000000001 3:0.3076019999999999 4:0.28660399999999997 5:0.27332000000000034 6:0.2654120000000001 7:0.2610620000000001 8:0.25976400000000005 9:0.2617699999999998 10:0.26514599999999994 11:0.2715780000000004 12:0.27781599999999984 13:0.28835800000000045 14:0.2933380000000004 15:0.29957199999999967 16:0.27894599999999997 17:0.1425239999999999 18:0.03308400000000001 20:0.0007 19:0.004417999999999999 
6|1:0.5006859999999997 2:0.2768199999999999 3:0.23936800000000005 4:0.2185559999999996 5:0.20736999999999992 6:0.20049799999999998 7:0.19735399999999975 8:0.1966699999999998 9:0.197738 10:0.2005239999999999 11:0.2067060000000001 12:0.2132499999999999 13:0.22164799999999985 14:0.22875199999999993 15:0.23432200000000014 16:0.22077400000000008 17:0.11436000000000007 18:0.028318 20:0.00030000000000000003 19:0.0034739999999999992 
8|1:0.5006859999999997 2:0.22723799999999986 3:0.19034799999999985 4:0.17156400000000022 5:0.16381800000000016 6:0.1580060000000002 7:0.15578000000000033 8:0.1553480000000001 9:0.15565000000000004 10:0.158408 11:0.16355999999999996 12:0.16914000000000023 13:0.17712399999999992 14:0.18327800000000008 15:0.18743800000000008 16:0.18107 17:0.094518 18:0.025194 20:0.00030000000000000003 19:0.002214 
10|1:0.5006859999999997 2:0.18734800000000015 3:0.1544760000000001 4:0.14048199999999997 5:0.13495400000000013 6:0.13039400000000004 7:0.12925400000000006 8:0.128446 9:0.12906399999999996 10:0.13098 11:0.134822 12:0.1398240000000001 13:0.14631199999999991 14:0.1517659999999999 15:0.1563700000000001 16:0.15172199999999988 17:0.08191600000000011 18:0.021908000000000004 20:0.0004 19:0.001896 
12|1:0.5006859999999997 2:0.15851000000000015 3:0.13072599999999998 4:0.12082799999999992 5:0.11599199999999987 6:0.11260199999999998 7:0.11194199999999996 8:0.11100799999999994 9:0.11171399999999991 10:0.11292999999999993 11:0.11614999999999992 12:0.12047399999999998 13:0.12646399999999994 14:0.13047399999999995 15:0.13518600000000017 16:0.13127399999999997 17:0.06909599999999996 18:0.019086 20:0.00030000000000000003 19:0.0013160000000000001 
14|1:0.5006859999999997 2:0.1346680000000002 3:0.1142979999999999 4:0.10814800000000006 5:0.10415000000000002 6:0.10149799999999998 7:0.10070200000000012 8:0.09943600000000004 9:0.10046200000000005 10:0.10142400000000015 11:0.10400200000000001 12:0.10804399999999995 13:0.11207000000000009 14:0.11596800000000006 15:0.12069000000000012 16:0.117224 17:0.05894599999999996 18:0.01728 20:0.0002 19:0.0014240000000000001 
16|1:0.5006859999999997 2:0.11645 3:0.10303199999999996 4:0.098756 5:0.09568199999999996 6:0.09344000000000002 7:0.09273400000000005 8:0.0917619999999999 9:0.09237599999999993 10:0.092862 11:0.09553000000000003 12:0.09892400000000007 13:0.10204999999999996 14:0.10529200000000007 15:0.10792400000000012 16:0.10552999999999989 17:0.05327199999999998 18:0.016578000000000002 20:0.0001 19:0.000846 
18|1:0.5006859999999997 2:0.10163799999999996 3:0.09432200000000004 4:0.09211400000000008 5:0.08990200000000005 6:0.08768799999999999 7:0.08695600000000012 8:0.08590600000000001 9:0.08605200000000005 10:0.08669999999999999 11:0.0886880000000001 12:0.09212800000000004 13:0.09445000000000008 14:0.09825 15:0.09884000000000005 16:0.10012199999999997 17:0.04874 18:0.014532000000000002 20:0.0001 19:0.00058 
